999999,150,1,0,4,2,878,7,6,5,0,7,2,8,2
999999,150,2,7,4,3,437,7,6,4,8,7,6,8,6
999999,150,3,3,4,2,99,5,0,5,6,1,6,9,9
999999,150,4,2,4,4,527,4,1,1,2,9,0,9,6
999999,150,5,3,2,2,191,9,4,3,8,9,3,7,4
999999,150,6,0,2,4,717,6,5,8,8,4,5,4,3
999999,150,7,6,3,4,73,6,5,1,6,2,0,5,6
999999,150,8,2,3,3,60,3,2,5,6,4,6,8,2
999999,150,9,3,2,3,780,5,2,4,6,1,5,8,8
999999,150,10,2,4,3,798,8,6,8,7,2,7,8,9
999999,150,11,3,3,3,997,3,6,9,4,1,5,7,6
999999,150,12,0,4,3,780,3,5,8,7,9,1,3,5
999999,150,13,4,2,4,96,3,4,4,9,4,2,1,7
999999,150,14,0,3,3,569,4,5,2,0,7,0,4,0
999999,150,15,5,3,4,486,1,1,6,0,7,0,5,4
999999,150,16,2,2,2,59,9,4,5,3,9,1,9,4
999999,150,17,2,4,2,396,2,2,8,2,7,7,4,5
999999,150,18,1,3,2,154,5,9,6,0,9,4,8,1
999999,150,19,0,2,4,532,2,5,7,0,7,4,7,9
999999,150,20,3,4,4,926,1,4,1,9,9,7,9,1
999999,150,21,6,4,4,822,6,3,0,3,7,2,3,8
999999,150,22,4,3,4,579,9,7,0,8,5,0,2,9
999999,150,23,4,4,3,390,6,8,6,1,2,5,8,5
999999,150,24,7,2,2,479,1,1,4,6,2,8,6,6
999999,150,25,4,4,2,716,7,9,9,8,7,3,7,5
999999,150,26,5,2,3,349,1,0,4,9,4,8,1,2
999999,150,27,3,3,2,831,6,5,8,0,5,3,1,5
999999,150,28,0,2,3,870,5,0,8,6,8,8,6,4
999999,150,29,5,4,3,430,4,3,6,0,4,2,0,7
999999,150,30,7,4,3,756,2,1,6,8,8,3,7,7
999999,150,31,0,2,4,605,6,3,0,9,7,3,5,7
999999,150,32,5,4,3,345,9,6,1,3,2,8,8,2
999999,150,33,6,3,3,358,8,5,1,4,6,8,8,1
999999,150,34,1,4,2,360,6,0,1,0,6,0,5,9
999999,150,35,3,3,2,444,9,9,9,1,1,6,3,0
999999,150,36,4,2,2,444,9,1,4,4,6,9,0,5
999999,150,37,7,2,4,220,7,9,1,8,4,3,7,9
999999,150,38,1,3,2,898,5,7,2,9,9,3,2,3
999999,150,39,2,2,3,36,9,2,4,8,2,8,4,7
999999,150,40,6,4,4,621,1,1,2,3,3,6,4,2
999999,150,41,2,3,3,498,6,6,9,8,8,7,3,2
999999,150,42,7,4,3,484,5,9,7,9,4,6,7,0
999999,150,43,6,3,4,534,1,4,1,6,7,8,9,5
999999,150,44,4,3,3,958,7,8,3,4,9,4,8,8
999999,150,45,5,3,4,450,2,4,8,8,1,3,9,1
999999,150,46,5,2,4,986,2,8,0,8,7,5,3,4
999999,150,47,4,4,4,684,9,5,2,4,9,3,8,1
999999,150,48,4,2,3,260,8,6,6,2,6,5,1,4
999999,150,49,5,2,3,546,4,3,6,6,6,6,9,5
999999,150,50,5,3,3,191,6,4,8,0,8,2,8,1
