999999,550,1,10,9,14,5,5,2,69,26,8,6,6,11233466667889
999999,550,2,11,16,8,7,9,1,60,57,5,3,1,22336789
999999,550,3,10,12,12,3,7,0,67,34,6,6,3,112235556889
999999,550,4,6,16,17,4,6,2,35,52,8,9,2,12224455566667999
999999,550,5,8,10,13,2,7,3,50,32,8,5,6,4566777778899
999999,550,6,6,14,14,2,4,1,34,44,5,9,4,33555556777899
999999,550,7,12,13,16,8,7,1,83,42,8,8,2,1111114455566689
999999,550,8,5,16,16,2,11,0,36,70,11,5,10,1122223335577889
999999,550,9,9,17,13,6,12,2,59,55,4,9,2,1123445566677
999999,550,10,9,17,12,3,13,0,58,58,7,5,5,123444456779
999999,550,11,11,11,12,5,6,2,76,42,7,5,6,222233666888
999999,550,12,9,11,13,6,6,2,62,39,8,5,5,2345556777788
999999,550,13,8,14,15,4,10,1,49,47,7,8,5,123333455566789
999999,550,14,11,17,13,4,7,1,56,70,5,8,4,2333334555678
999999,550,15,13,11,10,6,3,1,87,23,5,5,3,2355666678
999999,550,16,11,12,13,5,8,2,51,46,5,8,1,1222333466788
999999,550,17,7,14,13,6,10,2,48,49,6,7,5,2222334556667
999999,550,18,16,15,9,7,7,4,118,43,6,3,5,355566799
999999,550,19,7,15,11,4,8,2,46,55,6,5,5,12334456789
999999,550,20,13,14,15,8,9,1,81,45,5,10,5,234456667888889
